layer,src0_name,n_tokens,top_k,n_expert,ids
11,"blk.11.ffn_up_exps.weight",1,8,232,191 117 165 133 105 35 212 65
11,"blk.11.ffn_down_exps.weight",1,8,232,191 117 165 133 105 35 212 65
12,"blk.12.ffn_gate_exps.weight",1,8,232,119 203 102 104 195 94 125 169
12,"blk.12.ffn_up_exps.weight",1,8,232,119 203 102 104 195 94 125 169
12,"blk.12.ffn_down_exps.weight",1,8,232,119 203 102 104 195 94 125 169
13,"blk.13.ffn_gate_exps.weight",1,8,232,149 63 47 14 77 139 146 53
13,"blk.13.ffn_up_exps.weight",1,8,232,149 63 47 14 77 139 146 53
13,"blk.13.ffn_down_exps.weight",1,8,232,149 63 47 14 77 139 146 53
14,"blk.14.ffn_gate_exps.weight",1,8,232,155 182 141 231 158 99 68 179
14,"blk.14.ffn_up_exps.weight",1,8,232,155 182 141 231 158 99 68 179
14,"blk.14.ffn_down_exps.weight",1,8,232,155 182 141 231 158 99 68 179
15,"blk.15.ffn_gate_exps.weight",1,8,232,121 18 142 182 156 69 116 39
15,"blk.15.ffn_up_exps.weight",1,8,232,121 18 142 182 156 69 116 39
15,"blk.15.ffn_down_exps.weight",1,8,232,121 18 142 182 156 69 116 39
16,"blk.16.ffn_gate_exps.weight",1,8,232,5 191 147 102 62 60 127 114
16,"blk.16.ffn_up_exps.weight",1,8,232,5 191 147 102 62 60 127 114
16,"blk.16.ffn_down_exps.weight",1,8,232,5 191 147 102 62 60 127 114
17,"blk.17.ffn_gate_exps.weight",1,8,232,23 117 151 99 94 124 79 202
17,"blk.17.ffn_up_exps.weight",1,8,232,23 117 151 99 94 124 79 202
17,"blk.17.ffn_down_exps.weight",1,8,232,23 117 151 99 94 124 79 202
18,"blk.18.ffn_gate_exps.weight",1,8,232,174 131 202 24 207 54 77 189
18,"blk.18.ffn_up_exps.weight",1,8,232,174 131 202 24 207 54 77 189
18,"blk.18.ffn_down_exps.weight",1,8,232,174 131 202 24 207 54 77 189
19,"blk.19.ffn_gate_exps.weight",1,8,232,39 197 48 92 78 43 153 99
19,"blk.19.ffn_up_exps.weight",1,8,232,39 197 48 92 78 43 153 99
19,"blk.19.ffn_down_exps.weight",1,8,232,39 197 48 92 78 43 153 99
20,"blk.20.ffn_gate_exps.weight",1,8,232,20 73 39 130 165 155 119 43
20,"blk.20.ffn_up_exps.weight",1,8,232,20 73 39 130 165 155 119 43
20,"blk.20.ffn_down_exps.weight",1,8,232,20 73 39 130 165 155 119 43
21,"blk.21.ffn_gate_exps.weight",1,8,232,42 198 205 30 168 188 11 4
21,"blk.21.ffn_up_exps.weight",1,8,232,42 198 205 30 168 188 11 4
21,"blk.21.ffn_down_exps.weight",1,8,232,42 198 205 30 168 188 11 4
22,"blk.22.ffn_gate_exps.weight",1,8,232,191 38 41 99 205 94 102 47
22,"blk.22.ffn_up_exps.weight",1,8,232,191 38 41 99 205 94 102 47
22,"blk.22.ffn_down_exps.weight",1,8,232,191 38 41 99 205 94 102 47
23,"blk.23.ffn_gate_exps.weight",1,8,232,102 231 58 181 0 145 84 3
23,"blk.23.ffn_up_exps.weight",1,8,232,102 231 58 181 0 145 84 3
23,"blk.23.ffn_down_exps.weight",1,8,232,102 231 58 181 0 145 84 3
24,"blk.24.ffn_gate_exps.weight",1,8,232,37 143 172 167 214 78 40 175
24,"blk.24.ffn_up_exps.weight",1,8,232,37 143 172 167 214 78 40 175
24,"blk.24.ffn_down_exps.weight",1,8,232,37 143 172 167 214 78 40 175
25,"blk.25.ffn_gate_exps.weight",1,8,232,102 31 112 171 151 110 231 185
25,"blk.25.ffn_up_exps.weight",1,8,232,102 31 112 171 151 110 231 185
25,"blk.25.ffn_down_exps.weight",1,8,232,102 31 112 171 151 110 231 185
26,"blk.26.ffn_gate_exps.weight",1,8,232,132 91 184 141 206 182 72 140
26,"blk.26.ffn_up_exps.weight",1,8,232,132 91 184 141 206 182 72 140
26,"blk.26.ffn_down_exps.weight",1,8,232,132 91 184 141 206 182 72 140
27,"blk.27.ffn_gate_exps.weight",1,8,232,106 29 75 202 161 158 177 54
27,"blk.27.ffn_up_exps.weight",1,8,232,106 29 75 202 161 158 177 54
27,"blk.27.ffn_down_exps.weight",1,8,232,106 29 75 202 161 158 177 54
0,"blk.0.ffn_gate_exps.weight",1,8,232,195 120 110 81 71 140 196 139
0,"blk.0.ffn_up_exps.weight",1,8,232,195 120 110 81 71 140 196 139
0,"blk.0.ffn_down_exps.weight",1,8,232,195 120 110 81 71 140 196 139
1,"blk.1.ffn_gate_exps.weight",1,8,232,169 199 214 71 116 198 16 118
1,"blk.1.ffn_up_exps.weight",1,8,232,169 199 214 71 116 198 16 118
1,"blk.1.ffn_down_exps.weight",1,8,232,169 199 214 71 116 198 16 118
2,"blk.2.ffn_gate_exps.weight",1,8,232,86 48 100 47 168 91 166 192
2,"blk.2.ffn_up_exps.weight",1,8,232,86 48 100 47 168 91 166 192
2,"blk.2.ffn_down_exps.weight",1,8,232,86 48 100 47 168 91 166 192
3,"blk.3.ffn_gate_exps.weight",1,8,232,75 192 194 69 103 131 133 216
3,"blk.3.ffn_up_exps.weight",1,8,232,75 192 194 69 103 131 133 216
3,"blk.3.ffn_down_exps.weight",1,8,232,75 192 194 69 103 131 133 216
4,"blk.4.ffn_gate_exps.weight",1,8,232,149 214 200 223 56 174 89 110
4,"blk.4.ffn_up_exps.weight",1,8,232,149 214 200 223 56 174 89 110
4,"blk.4.ffn_down_exps.weight",1,8,232,149 214 200 223 56 174 89 110
5,"blk.5.ffn_gate_exps.weight",1,8,232,150 201 191 215 24 37 158 129
5,"blk.5.ffn_up_exps.weight",1,8,232,150 201 191 215 24 37 158 129
5,"blk.5.ffn_down_exps.weight",1,8,232,150 201 191 215 24 37 158 129
6,"blk.6.ffn_gate_exps.weight",1,8,232,184 10 147 24 127 125 116 66
6,"blk.6.ffn_up_exps.weight",1,8,232,184 10 147 24 127 125 116 66
6,"blk.6.ffn_down_exps.weight",1,8,232,184 10 147 24 127 125 116 66
7,"blk.7.ffn_gate_exps.weight",1,8,232,230 128 112 4 200 139 173 120
7,"blk.7.ffn_up_exps.weight",1,8,232,230 128 112 4 200 139 173 120
7,"blk.7.ffn_down_exps.weight",1,8,232,230 128 112 4 200 139 173 120
8,"blk.8.ffn_gate_exps.weight",1,8,232,7 12 128 72 103 109 55 11
8,"blk.8.ffn_up_exps.weight",1,8,232,7 12 128 72 103 109 55 11
8,"blk.8.ffn_down_exps.weight",1,8,232,7 12 128 72 103 109 55 11
9,"blk.9.ffn_gate_exps.weight",1,8,232,112 135 46 81 9 98 173 87
9,"blk.9.ffn_up_exps.weight",1,8,232,112 135 46 81 9 98 173 87
9,"blk.9.ffn_down_exps.weight",1,8,232,112 135 46 81 9 98 173 87
10,"blk.10.ffn_gate_exps.weight",1,8,232,42 93 83 59 48 92 12 186
10,"blk.10.ffn_up_exps.weight",1,8,232,42 93 83 59 48 92 12 186
10,"blk.10.ffn_down_exps.weight",1,8,232,42 93 83 59 48 92 12 186
11,"blk.11.ffn_gate_exps.weight",1,8,232,191 117 165 47 133 105 36 65
11,"blk.11.ffn_up_exps.weight",1,8,232,191 117 165 47 133 105 36 65
11,"blk.11.ffn_down_exps.weight",1,8,232,191 117 165 47 133 105 36 65
12,"blk.12.ffn_gate_exps.weight",1,8,232,119 203 195 102 94 169 126 104
12,"blk.12.ffn_up_exps.weight",1,8,232,119 203 195 102 94 169 126 104
12,"blk.12.ffn_down_exps.weight",1,8,232,119 203 195 102 94 169 126 104
13,"blk.13.ffn_gate_exps.weight",1,8,232,149 47 63 77 14 146 103 69
13,"blk.13.ffn_up_exps.weight",1,8,232,149 47 63 77 14 146 103 69
13,"blk.13.ffn_down_exps.weight",1,8,232,149 47 63 77 14 146 103 69
14,"blk.14.ffn_gate_exps.weight",1,8,232,99 166 155 141 158 231 179 167
14,"blk.14.ffn_up_exps.weight",1,8,232,99 166 155 141 158 231 179 167
14,"blk.14.ffn_down_exps.weight",1,8,232,99 166 155 141 158 231 179 167
15,"blk.15.ffn_gate_exps.weight",1,8,232,121 18 182 142 69 116 148 156
15,"blk.15.ffn_up_exps.weight",1,8,232,121 18 182 142 69 116 148 156
15,"blk.15.ffn_down_exps.weight",1,8,232,121 18 182 142 69 116 148 156
16,"blk.16.ffn_gate_exps.weight",1,8,232,5 191 60 102 97 62 147 81
16,"blk.16.ffn_up_exps.weight",1,8,232,5 191 60 102 97 62 147 81
16,"blk.16.ffn_down_exps.weight",1,8,232,5 191 60 102 97 62 147 81
17,"blk.17.ffn_gate_exps.weight",1,8,232,23 117 94 158 99 52 151 126
17,"blk.17.ffn_up_exps.weight",1,8,232,23 117 94 158 99 52 151 126
17,"blk.17.ffn_down_exps.weight",1,8,232,23 117 94 158 99 52 151 126
18,"blk.18.ffn_gate_exps.weight",1,8,232,174 131 24 202 207 33 103 203
18,"blk.18.ffn_up_exps.weight",1,8,232,174 131 24 202 207 33 103 203
18,"blk.18.ffn_down_exps.weight",1,8,232,174 131 24 202 207 33 103 203
19,"blk.19.ffn_gate_exps.weight",1,8,232,39 197 48 92 43 37 78 99
19,"blk.19.ffn_up_exps.weight",1,8,232,39 197 48 92 43 37 78 99
19,"blk.19.ffn_down_exps.weight",1,8,232,39 197 48 92 43 37 78 99
20,"blk.20.ffn_gate_exps.weight",1,8,232,20 39 73 130 165 119 155 43
20,"blk.20.ffn_up_exps.weight",1,8,232,20 39 73 130 165 119 155 43
20,"blk.20.ffn_down_exps.weight",1,8,232,20 39 73 130 165 119 155 43
21,"blk.21.ffn_gate_exps.weight",1,8,232,42 198 30 205 168 11 188 4
21,"blk.21.ffn_up_exps.weight",1,8,232,42 198 30 205 168 11 188 4
21,"blk.21.ffn_down_exps.weight",1,8,232,42 198 30 205 168 11 188 4
22,"blk.22.ffn_gate_exps.weight",1,8,232,191 38 41 47 99 102 205 94
22,"blk.22.ffn_up_exps.weight",1,8,232,191 38 41 47 99 102 205 94
22,"blk.22.ffn_down_exps.weight",1,8,232,191 38 41 47 99 102 205 94
23,"blk.23.ffn_gate_exps.weight",1,8,232,102 231 0 58 181 151 220 84
23,"blk.23.ffn_up_exps.weight",1,8,232,102 231 0 58 181 151 220 84
23,"blk.23.ffn_down_exps.weight",1,8,232,102 231 0 58 181 151 220 84
24,"blk.24.ffn_gate_exps.weight",1,8,232,37 143 172 167 214 40 78 155
24,"blk.24.ffn_up_exps.weight",1,8,232,37 143 172 167 214 40 78 155
24,"blk.24.ffn_down_exps.weight",1,8,232,37 143 172 167 214 40 78 155
25,"blk.25.ffn_gate_exps.weight",1,8,232,102 31 112 110 171 231 151 180
25,"blk.25.ffn_up_exps.weight",1,8,232,102 31 112 110 171 231 151 180
25,"blk.25.ffn_down_exps.weight",1,8,232,102 31 112 110 171 231 151 180
26,"blk.26.ffn_gate_exps.weight",1,8,232,132 184 141 91 182 206 140 72
26,"blk.26.ffn_up_exps.weight",1,8,232,132 184 141 91 182 206 140 72
26,"blk.26.ffn_down_exps.weight",1,8,232,132 184 141 91 182 206 140 72
27,"blk.27.ffn_gate_exps.weight",1,8,232,29 106 158 75 202 161 177 155
27,"blk.27.ffn_up_exps.weight",1,8,232,29 106 158 75 202 161 177 155
27,"blk.27.ffn_down_exps.weight",1,8,232,29 106 158 75 202 161 177 155
0,"blk.0.ffn_gate_exps.weight",1,8,232,165 13 71 190 61 167 77 22
0,"blk.0.ffn_up_exps.weight",1,8,232,165 13 71 190 61 167 77 22
0,"blk.0.ffn_down_exps.weight",1,8,232,165 13 71 190 61 167 77 22
1,"blk.1.ffn_gate_exps.weight",1,8,232,70 108 121 166 225 186 129 138
1,"blk.1.ffn_up_exps.weight",1,8,232,70 108 121 166 225 186 129 138
1,"blk.1.ffn_down_exps.weight",1,8,232,70 108 121 166 225 186 129 138
2,"blk.2.ffn_gate_exps.weight",1,8,232,25 191 123 129 79 78 173 192
2,"blk.2.ffn_up_exps.weight",1,8,232,25 191 123 129 79 78 173 192
2,"blk.2.ffn_down_exps.weight",1,8,232,25 191 123 129 79 78 173 192
3,"blk.3.ffn_gate_exps.weight",1,8,232,100 35 192 93 194 115 225 0
3,"blk.3.ffn_up_exps.weight",1,8,232,100 35 192 93 194 115 225 0
3,"blk.3.ffn_down_exps.weight",1,8,232,100 35 192 93 194 115 225 0
4,"blk.4.ffn_gate_exps.weight",1,8,232,15 30 56 17 162 222 195 161
4,"blk.4.ffn_up_exps.weight",1,8,232,15 30 56 17 162 222 195 161
4,"blk.4.ffn_down_exps.weight",1,8,232,15 30 56 17 162 222 195 161
5,"blk.5.ffn_gate_exps.weight",1,8,232,97 80 204 215 223 177 178 158
5,"blk.5.ffn_up_exps.weight",1,8,232,97 80 204 215 223 177 178 158
5,"blk.5.ffn_down_exps.weight",1,8,232,97 80 204 215 223 177 178 158
6,"blk.6.ffn_gate_exps.weight",1,8,232,184 80 186 10 147 24 20 129
6,"blk.6.ffn_up_exps.weight",1,8,232,184 80 186 10 147 24 20 129
6,"blk.6.ffn_down_exps.weight",1,8,232,184 80 186 10 147 24 20 129
7,"blk.7.ffn_gate_exps.weight",1,8,232,230 190 194 87 220 130 128 139
7,"blk.7.ffn_up_exps.weight",1,8,232,230 190 194 87 220 130 128 139
7,"blk.7.ffn_down_exps.weight",1,8,232,230 190 194 87 220 130 128 139
8,"blk.8.ffn_gate_exps.weight",1,8,232,139 12 105 154 3 25 122 128
8,"blk.8.ffn_up_exps.weight",1,8,232,139 12 105 154 3 25 122 128
8,"blk.8.ffn_down_exps.weight",1,8,232,139 12 105 154 3 25 122 128
9,"blk.9.ffn_gate_exps.weight",1,8,232,135 162 139 129 80 192 121 66
9,"blk.9.ffn_up_exps.weight",1,8,232,135 162 139 129 80 192 121 66
9,"blk.9.ffn_down_exps.weight",1,8,232,135 162 139 129 80 192 121 66
10,"blk.10.ffn_gate_exps.weight",1,8,232,149 72 98 95 53 111 143 17
10,"blk.10.ffn_up_exps.weight",1,8,232,149 72 98 95 53 111 143 17
10,"blk.10.ffn_down_exps.weight",1,8,232,149 72 98 95 53 111 143 17
11,"blk.11.ffn_gate_exps.weight",1,8,232,215 68 144 210 5 59 54 184
11,"blk.11.ffn_up_exps.weight",1,8,232,215 68 144 210 5 59 54 184
11,"blk.11.ffn_down_exps.weight",1,8,232,215 68 144 210 5 59 54 184
12,"blk.12.ffn_gate_exps.weight",1,8,232,135 12 169 10 80 19 171 192
12,"blk.12.ffn_up_exps.weight",1,8,232,135 12 169 10 80 19 171 192
12,"blk.12.ffn_down_exps.weight",1,8,232,135 12 169 10 80 19 171 192
13,"blk.13.ffn_gate_exps.weight",1,8,232,166 184 183 50 104 130 81 169
13,"blk.13.ffn_up_exps.weight",1,8,232,166 184 183 50 104 130 81 169
13,"blk.13.ffn_down_exps.weight",1,8,232,166 184 183 50 104 130 81 169
14,"blk.14.ffn_gate_exps.weight",1,8,232,67 12 105 142 214 17 196 123
14,"blk.14.ffn_up_exps.weight",1,8,232,67 12 105 142 214 17 196 123
14,"blk.14.ffn_down_exps.weight",1,8,232,67 12 105 142 214 17 196 123
15,"blk.15.ffn_gate_exps.weight",1,8,232,119 40 55 75 229 194 102 192
15,"blk.15.ffn_up_exps.weight",1,8,232,119 40 55 75 229 194 102 192
15,"blk.15.ffn_down_exps.weight",1,8,232,119 40 55 75 229 194 102 192
16,"blk.16.ffn_gate_exps.weight",1,8,232,186 41 92 224 107 163 218 37
16,"blk.16.ffn_up_exps.weight",1,8,232,186 41 92 224 107 163 218 37
16,"blk.16.ffn_down_exps.weight",1,8,232,186 41 92 224 107 163 218 37
17,"blk.17.ffn_gate_exps.weight",1,8,232,13 202 223 147 196 118 105 18
17,"blk.17.ffn_up_exps.weight",1,8,232,13 202 223 147 196 118 105 18
17,"blk.17.ffn_down_exps.weight",1,8,232,13 202 223 147 196 118 105 18
18,"blk.18.ffn_gate_exps.weight",1,8,232,203 134 4 54 229 9 211 123
18,"blk.18.ffn_up_exps.weight",1,8,232,203 134 4 54 229 9 211 123
18,"blk.18.ffn_down_exps.weight",1,8,232,203 134 4 54 229 9 211 123
19,"blk.19.ffn_gate_exps.weight",1,8,232,60 189 58 39 161 123 80 75
19,"blk.19.ffn_up_exps.weight",1,8,232,60 189 58 39 161 123 80 75
19,"blk.19.ffn_down_exps.weight",1,8,232,60 189 58 39 161 123 80 75
20,"blk.20.ffn_gate_exps.weight",1,8,232,183 6 195 43 91 76 216 86
20,"blk.20.ffn_up_exps.weight",1,8,232,183 6 195 43 91 76 216 86
20,"blk.20.ffn_down_exps.weight",1,8,232,183 6 195 43 91 76 216 86
21,"blk.21.ffn_gate_exps.weight",1,8,232,53 36 64 205 42 161 180 198
21,"blk.21.ffn_up_exps.weight",1,8,232,53 36 64 205 42 161 180 198
21,"blk.21.ffn_down_exps.weight",1,8,232,53 36 64 205 42 161 180 198
22,"blk.22.ffn_gate_exps.weight",1,8,232,205 56 117 162 94 108 166 55
22,"blk.22.ffn_up_exps.weight",1,8,232,205 56 117 162 94 108 166 55
22,"blk.22.ffn_down_exps.weight",1,8,232,205 56 117 162 94 108 166 55
23,"blk.23.ffn_gate_exps.weight",1,8,232,145 56 57 115 3 155 27 198
23,"blk.23.ffn_up_exps.weight",1,8,232,145 56 57 115 3 155 27 198
23,"blk.23.ffn_down_exps.weight",1,8,232,145 56 57 115 3 155 27 198
24,"blk.24.ffn_gate_exps.weight",1,8,232,0 9 56 86 172 114 84 76
24,"blk.24.ffn_up_exps.weight",1,8,232,0 9 56 86 172 114 84 76
24,"blk.24.ffn_down_exps.weight",1,8,232,0 9 56 86 172 114 84 76
25,"blk.25.ffn_gate_exps.weight",1,8,232,117 184 17 121 129 22 100 18
25,"blk.25.ffn_up_exps.weight",1,8,232,117 184 17 121 129 22 100 18
25,"blk.25.ffn_down_exps.weight",1,8,232,117 184 17 121 129 22 100 18
26,"blk.26.ffn_gate_exps.weight",1,8,232,117 206 136 35 123 38 45 23
26,"blk.26.ffn_up_exps.weight",1,8,232,117 206 136 35 123 38 45 23
26,"blk.26.ffn_down_exps.weight",1,8,232,117 206 136 35 123 38 45 23
27,"blk.27.ffn_gate_exps.weight",1,8,232,199 177 202 80 138 207 184 122
27,"blk.27.ffn_up_exps.weight",1,8,232,199 177 202 80 138 207 184 122
27,"blk.27.ffn_down_exps.weight",1,8,232,199 177 202 80 138 207 184 122
0,"blk.0.ffn_gate_exps.weight",1,8,232,228 178 202 217 204 200 181 211
0,"blk.0.ffn_up_exps.weight",1,8,232,228 178 202 217 204 200 181 211
0,"blk.0.ffn_down_exps.weight",1,8,232,228 178 202 217 204 200 181 211
1,"blk.1.ffn_gate_exps.weight",1,8,232,199 93 72 139 161 70 94 132
1,"blk.1.ffn_up_exps.weight",1,8,232,199 93 72 139 161 70 94 132
1,"blk.1.ffn_down_exps.weight",1,8,232,199 93 72 139 161 70 94 132
2,"blk.2.ffn_gate_exps.weight",1,8,232,5 19 6 105 48 212 196 146
2,"blk.2.ffn_up_exps.weight",1,8,232,5 19 6 105 48 212 196 146
2,"blk.2.ffn_down_exps.weight",1,8,232,5 19 6 105 48 212 196 146
3,"blk.3.ffn_gate_exps.weight",1,8,232,171 131 93 192 194 191 215 0
3,"blk.3.ffn_up_exps.weight",1,8,232,171 131 93 192 194 191 215 0
3,"blk.3.ffn_down_exps.weight",1,8,232,171 131 93 192 194 191 215 0
4,"blk.4.ffn_gate_exps.weight",1,8,232,223 108 56 62 33 95 45 35
4,"blk.4.ffn_up_exps.weight",1,8,232,223 108 56 62 33 95 45 35
4,"blk.4.ffn_down_exps.weight",1,8,232,223 108 56 62 33 95 45 35
5,"blk.5.ffn_gate_exps.weight",1,8,232,97 202 98 204 201 195 121 120
5,"blk.5.ffn_up_exps.weight",1,8,232,97 202 98 204 201 195 121 120
5,"blk.5.ffn_down_exps.weight",1,8,232,97 202 98 204 201 195 121 120
6,"blk.6.ffn_gate_exps.weight",1,8,232,83 133 49 44 112 102 227 87
6,"blk.6.ffn_up_exps.weight",1,8,232,83 133 49 44 112 102 227 87
6,"blk.6.ffn_down_exps.weight",1,8,232,83 133 49 44 112 102 227 87
7,"blk.7.ffn_gate_exps.weight",1,8,232,96 121 107 138 134 162 190 195
7,"blk.7.ffn_up_exps.weight",1,8,232,96 121 107 138 134 162 190 195
7,"blk.7.ffn_down_exps.weight",1,8,232,96 121 107 138 134 162 190 195
8,"blk.8.ffn_gate_exps.weight",1,8,232,139 105 175 10 211 226 145 210
8,"blk.8.ffn_up_exps.weight",1,8,232,139 105 175 10 211 226 145 210
8,"blk.8.ffn_down_exps.weight",1,8,232,139 105 175 10 211 226 145 210
9,"blk.9.ffn_gate_exps.weight",1,8,232,195 160 146 65 147 107 63 81
9,"blk.9.ffn_up_exps.weight",1,8,232,195 160 146 65 147 107 63 81
9,"blk.9.ffn_down_exps.weight",1,8,232,195 160 146 65 147 107 63 81
10,"blk.10.ffn_gate_exps.weight",1,8,232,214 53 91 140 149 114 9 220
10,"blk.10.ffn_up_exps.weight",1,8,232,214 53 91 140 149 114 9 220
10,"blk.10.ffn_down_exps.weight",1,8,232,214 53 91 140 149 114 9 220
11,"blk.11.ffn_gate_exps.weight",1,8,232,114 57 215 120 139 38 108 12
11,"blk.11.ffn_up_exps.weight",1,8,232,114 57 215 120 139 38 108 12
11,"blk.11.ffn_down_exps.weight",1,8,232,114 57 215 120 139 38 108 12
12,"blk.12.ffn_gate_exps.weight",1,8,232,12 207 94 178 6 193 80 71
12,"blk.12.ffn_up_exps.weight",1,8,232,12 207 94 178 6 193 80 71
12,"blk.12.ffn_down_exps.weight",1,8,232,12 207 94 178 6 193 80 71
13,"blk.13.ffn_gate_exps.weight",1,8,232,13 225 187 50 213 81 84 144
13,"blk.13.ffn_up_exps.weight",1,8,232,13 225 187 50 213 81 84 144
13,"blk.13.ffn_down_exps.weight",1,8,232,13 225 187 50 213 81 84 144
14,"blk.14.ffn_gate_exps.weight",1,8,232,107 129 4 117 7 206 114 14
14,"blk.14.ffn_up_exps.weight",1,8,232,107 129 4 117 7 206 114 14
14,"blk.14.ffn_down_exps.weight",1,8,232,107 129 4 117 7 206 114 14
15,"blk.15.ffn_gate_exps.weight",1,8,232,86 200 12 37 119 192 220 201
15,"blk.15.ffn_up_exps.weight",1,8,232,86 200 12 37 119 192 220 201
15,"blk.15.ffn_down_exps.weight",1,8,232,86 200 12 37 119 192 220 201
16,"blk.16.ffn_gate_exps.weight",1,8,232,142 125 8 144 31 136 40 230
16,"blk.16.ffn_up_exps.weight",1,8,232,142 125 8 144 31 136 40 230
16,"blk.16.ffn_down_exps.weight",1,8,232,142 125 8 144 31 136 40 230
17,"blk.17.ffn_gate_exps.weight",1,8,232,13 19 41 229 220 159 1 152
17,"blk.17.ffn_up_exps.weight",1,8,232,13 19 41 229 220 159 1 152
17,"blk.17.ffn_down_exps.weight",1,8,232,13 19 41 229 220 159 1 152
18,"blk.18.ffn_gate_exps.weight",1,8,232,177 194 119 229 219 136 187 16
18,"blk.18.ffn_up_exps.weight",1,8,232,177 194 119 229 219 136 187 16
18,"blk.18.ffn_down_exps.weight",1,8,232,177 194 119 229 219 136 187 16
19,"blk.19.ffn_gate_exps.weight",1,8,232,157 178 64 132 165 226 187 161
19,"blk.19.ffn_up_exps.weight",1,8,232,157 178 64 132 165 226 187 161
19,"blk.19.ffn_down_exps.weight",1,8,232,157 178 64 132 165 226 187 161
20,"blk.20.ffn_gate_exps.weight",1,8,232,76 210 104 220 195 17 227 180
20,"blk.20.ffn_up_exps.weight",1,8,232,76 210 104 220 195 17 227 180
20,"blk.20.ffn_down_exps.weight",1,8,232,76 210 104 220 195 17 227 180
21,"blk.21.ffn_gate_exps.weight",1,8,232,27 36 140 19 110 169 48 69
21,"blk.21.ffn_up_exps.weight",1,8,232,27 36 140 19 110 169 48 69
21,"blk.21.ffn_down_exps.weight",1,8,232,27 36 140 19 110 169 48 69
22,"blk.22.ffn_gate_exps.weight",1,8,232,222 84 78 76 117 91 144 194
22,"blk.22.ffn_up_exps.weight",1,8,232,222 84 78 76 117 91 144 194
22,"blk.22.ffn_down_exps.weight",1,8,232,222 84 78 76 117 91 144 194
23,"blk.23.ffn_gate_exps.weight",1,8,232,15 166 32 50 205 74 185 121
23,"blk.23.ffn_up_exps.weight",1,8,232,15 166 32 50 205 74 185 121
23,"blk.23.ffn_down_exps.weight",1,8,232,15 166 32 50 205 74 185 121
24,"blk.24.ffn_gate_exps.weight",1,8,232,81 219 194 49 9 105 44 205
24,"blk.24.ffn_up_exps.weight",1,8,232,81 219 194 49 9 105 44 205
24,"blk.24.ffn_down_exps.weight",1,8,232,81 219 194 49 9 105 44 205
25,"blk.25.ffn_gate_exps.weight",1,8,232,76 203 211 105 155 81 79 130
25,"blk.25.ffn_up_exps.weight",1,8,232,76 203 211 105 155 81 79 130
25,"blk.25.ffn_down_exps.weight",1,8,232,76 203 211 105 155 81 79 130
26,"blk.26.ffn_gate_exps.weight",1,8,232,209 155 58 130 45 222 59 190
26,"blk.26.ffn_up_exps.weight",1,8,232,209 155 58 130 45 222 59 190
26,"blk.26.ffn_down_exps.weight",1,8,232,209 155 58 130 45 222 59 190
27,"blk.27.ffn_gate_exps.weight",1,8,232,111 0 166 67 97 12 93 90
27,"blk.27.ffn_up_exps.weight",1,8,232,111 0 166 67 97 12 93 90
27,"blk.27.ffn_down_exps.weight",1,8,232,111 0 166 67 97 12 93 90
0,"blk.0.ffn_gate_exps.weight",1,8,232,27 80 46 56 43 187 218 79
0,"blk.0.ffn_up_exps.weight",1,8,232,27 80 46 56 43 187 218 79
0,"blk.0.ffn_down_exps.weight",1,8,232,27 80 46 56 43 187 218 79
1,"blk.1.ffn_gate_exps.weight",1,8,232,220 127 72 105 150 62 198 64
1,"blk.1.ffn_up_exps.weight",1,8,232,220 127 72 105 150 62 198 64
1,"blk.1.ffn_down_exps.weight",1,8,232,220 127 72 105 150 62 198 64
2,"blk.2.ffn_gate_exps.weight",1,8,232,134 46 165 40 215 91 65 193
2,"blk.2.ffn_up_exps.weight",1,8,232,134 46 165 40 215 91 65 193
2,"blk.2.ffn_down_exps.weight",1,8,232,134 46 165 40 215 91 65 193
3,"blk.3.ffn_gate_exps.weight",1,8,232,82 23 146 87 65 127 153 81
3,"blk.3.ffn_up_exps.weight",1,8,232,82 23 146 87 65 127 153 81
3,"blk.3.ffn_down_exps.weight",1,8,232,82 23 146 87 65 127 153 81
4,"blk.4.ffn_gate_exps.weight",1,8,232,50 225 64 206 188 54 13 89
4,"blk.4.ffn_up_exps.weight",1,8,232,50 225 64 206 188 54 13 89
4,"blk.4.ffn_down_exps.weight",1,8,232,50 225 64 206 188 54 13 89
5,"blk.5.ffn_gate_exps.weight",1,8,232,95 205 193 176 14 165 29 43
5,"blk.5.ffn_up_exps.weight",1,8,232,95 205 193 176 14 165 29 43
5,"blk.5.ffn_down_exps.weight",1,8,232,95 205 193 176 14 165 29 43
6,"blk.6.ffn_gate_exps.weight",1,8,232,109 226 176 27 201 72 68 74
6,"blk.6.ffn_up_exps.weight",1,8,232,109 226 176 27 201 72 68 74
6,"blk.6.ffn_down_exps.weight",1,8,232,109 226 176 27 201 72 68 74
7,"blk.7.ffn_gate_exps.weight",1,8,232,225 126 89 100 77 151 57 185
7,"blk.7.ffn_up_exps.weight",1,8,232,225 126 89 100 77 151 57 185
7,"blk.7.ffn_down_exps.weight",1,8,232,225 126 89 100 77 151 57 185
8,"blk.8.ffn_gate_exps.weight",1,8,232,223 175 61 95 48 82 22 130
8,"blk.8.ffn_up_exps.weight",1,8,232,223 175 61 95 48 82 22 130
8,"blk.8.ffn_down_exps.weight",1,8,232,223 175 61 95 48 82 22 130
9,"blk.9.ffn_gate_exps.weight",1,8,232,81 5 46 9 63 107 182 98
